id_registro,peso_muestral,estrato,psu,edad_cod,sexo_cod,raceeth_cod,salud_mental_cod,redes_sociales_cod,sueno_cod,actividad_fisica_cod,n_faltantes_analisis,caso_completo,raza_amerindia,raza_asiatica,raza_negra,raza_hawaiana_pacifico,raza_blanca,raza_hispana,raza_multiple_hispana,raza_multiple_no_hispana,sexo_femenino,salud_mental_mala,redes_uso_frecuente,sueno_8h_o_mas,actividad_5_dias
1,0.8614,103,16294,3,1,,1,6,3,1,1,0,,,,,,,,,1,0,1,0,0
2,0.892,103,16294,4,2,5,3,4,5,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0.5081,103,16294,5,2,5,2,8,1,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4,1.1759,103,16294,6,1,5,3,8,4,3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
5,0.892,103,16294,3,2,5,3,6,3,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
6,0.892,103,16294,5,2,5,,8,2,6,1,0,0,0,0,0,1,0,0,0,0,,1,0,1
7,0.5081,103,16294,6,2,5,3,8,2,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
8,0.8614,103,16294,4,1,5,2,6,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
9,0.8453,103,16294,4,2,8,3,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
10,0.8148,103,16294,6,1,3,1,6,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
11,0.7834,103,16294,5,2,5,1,1,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
12,0.7896,103,16294,4,1,3,1,6,4,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
13,1.0781,103,16294,4,2,7,1,6,4,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
14,0.8148,103,16294,7,1,3,1,6,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
15,0.7872,103,16294,4,2,3,1,7,5,4,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
16,0.8614,103,16294,3,1,5,4,8,2,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
17,0.892,103,16294,4,2,5,1,8,3,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
18,0.5081,103,16294,7,2,5,3,3,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
19,0.4727,103,16294,5,1,5,3,6,5,6,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
20,0.8614,103,16294,5,1,5,3,2,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
21,0.3029,103,16294,5,2,3,3,4,3,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
22,0.7872,103,16294,5,2,,3,7,4,4,1,0,,,,,,,,,0,0,1,0,0
23,1.413,103,16294,7,2,6,2,7,5,4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
24,0.8148,103,16294,5,1,3,1,8,5,6,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
25,0.8148,103,16294,6,1,3,2,6,5,5,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
26,0.7032,103,16294,5,1,3,4,6,2,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
27,2.0764,103,16294,6,1,5,5,6,5,5,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0
28,0.4727,103,16294,6,1,5,1,5,4,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
29,0.7872,103,16294,5,2,3,3,8,5,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
30,2.0764,103,16294,7,1,5,3,8,3,8,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
31,0.5081,103,16294,6,2,5,2,8,4,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
32,0.8148,103,16294,5,1,3,2,8,2,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
33,0.7872,103,16294,5,2,3,1,6,2,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
34,1.429,103,16294,7,2,3,4,4,2,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
35,0.8148,103,16294,6,1,3,5,6,3,5,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
36,0.7872,103,16294,4,2,3,2,6,4,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
37,2.0764,103,16294,6,1,5,3,6,4,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
38,0.3029,103,16294,7,2,3,1,6,6,8,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
39,0.5081,103,16294,6,2,5,2,6,4,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
40,0.7872,103,16294,6,2,3,1,6,4,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
41,0.4727,103,16294,6,1,5,2,8,5,5,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
42,0.892,103,16294,3,2,5,1,6,5,8,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
43,0.748,103,16294,5,1,7,4,6,3,2,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0
44,0.8148,103,16294,5,1,3,3,8,6,6,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
45,0.7834,103,16294,6,2,5,5,1,4,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
46,0.5081,103,16294,6,2,5,2,6,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
47,0.8148,103,16294,6,1,3,5,4,3,8,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
48,0.3206,103,16294,5,1,8,4,1,4,3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
49,0.8614,103,16294,3,1,5,4,8,4,4,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
50,0.8148,103,16294,6,1,3,4,7,2,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
51,0.7896,103,16294,4,1,3,1,8,5,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
52,0.8453,103,16294,4,2,3,3,1,6,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
53,0.8148,103,16294,6,1,3,1,8,5,4,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
54,1.429,103,16294,7,2,3,2,7,5,5,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
55,1.7727,103,16294,7,2,5,2,6,4,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
56,0.5081,103,16294,7,2,5,2,5,4,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
57,0.7032,103,16294,4,1,3,2,6,3,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
58,0.7834,103,16294,6,2,5,2,6,3,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
59,0.8453,103,16294,4,2,3,1,4,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
60,0.8148,103,16294,6,1,3,5,6,1,6,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
61,0.8453,103,16294,3,2,3,2,8,4,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
62,0.892,103,16294,3,2,8,2,7,1,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
63,0.5081,103,16294,6,2,5,1,5,4,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
64,0.7834,103,16294,4,2,5,3,4,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
65,0.2415,103,16294,3,1,8,1,8,5,6,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
66,0.8614,103,16294,3,1,5,2,5,4,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
67,0.8148,103,16294,6,1,3,3,6,1,6,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
68,0.7872,103,16294,5,2,3,2,6,2,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
69,2.2581,103,16294,6,1,3,5,8,3,3,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
70,0.457,103,16294,6,1,7,2,6,4,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
71,0.7834,103,16294,4,2,5,1,6,5,8,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
72,0.4727,103,16294,6,1,5,3,6,4,6,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
73,0.7032,103,16294,6,1,3,1,6,7,5,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
74,0.4727,103,16294,7,1,5,4,1,1,6,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
75,0.8148,103,16294,6,1,3,3,4,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
76,1.7727,103,16294,6,2,5,,8,,,3,0,0,0,0,0,1,0,0,0,0,,1,,
77,0.4727,103,16294,6,1,5,3,8,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
78,0.7834,103,16294,4,2,5,1,8,7,8,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
79,0.8148,103,16294,5,1,3,1,5,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
80,0.7872,103,16294,6,2,3,4,1,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
81,0.8614,103,16294,5,1,5,2,6,3,3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
82,0.8453,103,16294,4,2,8,3,8,3,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
83,0.892,103,16294,4,2,5,2,6,3,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
84,0.4727,103,16294,5,1,5,4,6,2,3,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
85,1.1759,103,16294,4,1,5,5,1,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
86,0.1894,103,16294,4,2,8,4,4,1,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
87,0.7896,103,16294,4,1,3,4,4,6,7,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1
88,3.1418,103,16294,7,1,7,1,1,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
89,0.8453,103,16294,3,2,3,3,6,2,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
90,0.892,103,16294,4,2,8,3,8,5,5,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
92,0.7032,103,16294,4,1,3,3,8,3,6,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
93,0.7032,103,16294,5,1,3,1,6,4,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
94,0.8453,103,16294,3,2,3,2,8,4,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
95,1.7727,103,16294,7,2,5,2,8,4,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
96,0.7834,103,16294,5,2,5,1,6,5,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
97,0.8453,103,16294,4,2,3,2,5,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
98,0.8614,103,16294,4,1,5,4,7,4,3,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
99,0.8148,103,16294,5,1,3,1,8,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
100,0.7032,103,16294,6,1,3,3,6,,7,1,0,0,0,1,0,0,0,0,0,1,0,1,,1
102,0.5081,103,16294,6,2,5,4,7,2,3,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
103,1.7727,103,16294,7,2,5,,,,,4,0,0,0,0,0,1,0,0,0,0,,,,
104,0.7032,103,16294,5,1,3,1,8,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
105,0.5081,103,16294,6,2,5,4,8,3,7,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
106,0.3029,103,16294,5,2,3,1,8,4,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
107,0.7872,103,16294,4,2,3,1,5,6,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
108,0.3029,103,16294,6,2,3,4,8,3,6,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
109,0.8148,103,16294,5,1,3,5,6,3,3,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
110,0.7834,103,16294,6,2,5,2,6,2,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
111,0.4727,103,16294,6,1,5,3,6,5,5,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
112,0.5081,103,16294,6,2,5,2,8,3,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
113,0.3029,103,16294,5,2,3,3,8,4,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,
114,0.3029,103,16294,6,2,3,4,2,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
115,0.4727,103,16294,5,1,5,3,8,5,7,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
116,1.1759,103,16294,4,1,5,3,8,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
117,0.7896,103,16294,4,1,3,4,2,5,4,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
118,0.3213,103,16294,4,1,8,5,8,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
119,0.5081,103,16294,6,2,5,5,2,4,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
120,0.5081,103,16294,5,2,5,2,6,2,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
121,0.7872,103,16294,5,2,3,3,8,5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
122,0.8614,103,16294,3,1,5,3,8,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
123,0.7896,103,16294,4,1,3,4,7,5,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0
124,0.892,103,16294,4,2,5,2,6,4,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
125,0.7032,103,16294,6,1,3,3,6,2,6,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
126,0.8453,103,16294,4,2,3,3,5,4,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
127,0.8614,103,16294,4,1,5,5,8,3,8,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1
128,1.1759,103,16294,4,1,5,5,5,4,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
129,0.8614,103,16294,5,1,5,3,1,6,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
130,0.2415,103,16294,4,1,8,5,8,2,3,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
131,0.7032,103,16294,6,1,3,5,8,1,8,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
132,0.8453,103,16294,4,2,3,1,5,4,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
133,0.8614,103,16294,4,1,5,3,8,6,4,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
134,0.7872,103,16294,7,2,3,1,7,1,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
135,0.5081,103,16294,7,2,5,1,6,3,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
136,0.4727,103,16294,5,1,5,5,6,2,8,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1
137,0.7032,103,16294,4,1,3,2,6,3,8,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
138,0.7834,103,16294,5,2,5,1,8,2,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
139,0.5081,103,16294,6,2,5,2,6,3,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
140,0.4727,103,16294,6,1,5,4,6,4,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
141,0.7872,103,16294,6,2,3,1,8,3,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
142,1.7727,103,16294,7,2,5,4,6,2,5,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
143,0.4727,103,16294,6,1,5,4,8,4,8,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1
144,0.3029,103,16294,6,2,3,1,8,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
145,0.7872,103,16294,5,2,3,3,8,5,8,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
146,1.7727,103,16294,6,2,5,3,6,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
147,0.4727,103,16294,5,1,5,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
148,0.3029,103,16294,6,2,3,2,4,3,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
149,0.7872,103,16294,5,2,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
150,0.4349,103,16294,6,2,6,1,8,,,2,0,0,0,0,0,0,1,0,0,0,0,1,,
151,0.5081,103,16294,6,2,5,4,8,1,8,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
152,0.7872,103,16294,5,2,3,1,8,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
153,1.413,103,16294,6,2,7,2,6,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
154,0.4727,103,16294,6,1,5,3,6,4,6,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
155,0.1212,103,16294,6,2,8,1,2,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
156,0.7834,103,16294,4,2,5,,6,3,7,1,0,0,0,0,0,1,0,0,0,0,,1,0,1
157,0.4727,103,16294,6,1,5,1,7,4,8,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
158,0.3029,103,16294,6,2,3,1,4,4,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
159,0.5081,103,16294,6,2,5,2,6,4,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
160,1.1759,103,16294,5,1,5,4,6,2,7,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1
161,0.5081,103,16294,5,2,5,2,8,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
162,0.8148,103,16294,7,1,3,2,8,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
163,0.457,103,16294,6,1,6,5,8,5,3,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0
164,3.7499,300,16294,4,2,8,1,6,5,8,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
165,3.696,300,16294,6,2,3,3,3,4,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
166,3.4161,300,16294,6,1,3,2,6,5,2,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
167,3.7273,300,16294,4,1,8,3,4,2,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
168,3.4617,300,16294,3,1,3,3,4,5,5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
169,3.4617,300,16294,4,1,3,3,8,2,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
170,3.4161,300,16294,6,1,3,4,8,5,3,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0
171,3.696,300,16294,6,2,3,1,8,6,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
172,3.7273,300,16294,6,1,3,4,6,4,3,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
173,3.9718,300,16294,3,2,3,,,,,4,0,0,0,1,0,0,0,0,0,0,,,,
174,3.9575,300,16294,6,2,3,5,8,7,5,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
175,3.7273,300,16294,4,1,3,4,8,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
176,3.7499,300,16294,4,2,5,2,8,4,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
177,3.696,300,16294,,2,3,2,1,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
178,3.696,300,16294,7,2,3,1,1,4,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
179,3.7273,300,16294,4,1,3,2,6,4,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
180,3.4617,300,16294,4,1,3,4,8,3,6,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
181,3.4161,300,16294,6,1,3,3,8,5,8,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
182,3.4161,300,16294,6,1,3,3,8,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
183,1.4999,300,16294,6,2,8,1,8,3,8,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
184,3.4617,300,16294,5,1,3,1,8,6,4,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
185,3.4617,300,16294,4,1,3,2,6,4,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
186,3.7273,300,16294,5,1,3,3,8,6,6,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
187,3.696,300,16294,6,2,3,1,6,2,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
188,3.9718,300,16294,4,2,3,2,6,3,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
189,3.9913,300,16294,6,2,6,1,6,5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
190,3.696,300,16294,6,2,3,4,8,3,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
191,3.7273,300,16294,5,1,3,4,6,2,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
192,3.4617,300,16294,4,1,3,1,7,6,5,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
193,1.4023,300,16294,6,1,8,5,5,7,5,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
194,3.4161,300,16294,6,1,3,5,8,4,4,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
195,3.7273,300,16294,5,1,3,4,8,1,8,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
196,3.9575,300,16294,5,2,3,3,6,3,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
197,3.696,300,16294,5,2,3,1,,4,8,1,0,0,0,1,0,0,0,0,0,0,0,,0,1
198,3.7273,300,16294,5,1,3,1,8,3,6,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
199,3.4617,300,16294,4,1,3,1,8,5,2,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
200,3.9575,300,16294,5,2,3,3,8,5,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
201,3.9913,300,16294,6,2,7,2,6,3,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
202,3.7273,300,16294,4,1,3,4,2,4,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
203,3.4161,300,16294,6,1,3,1,4,5,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
204,3.4617,300,16294,3,1,3,4,8,2,4,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
205,3.7273,300,16294,5,1,3,1,3,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
206,3.4617,300,16294,4,1,3,4,6,4,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
207,3.9575,300,16294,5,2,3,2,8,4,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
208,3.4617,300,16294,3,1,3,4,8,5,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0
209,3.696,300,16294,6,2,3,3,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
210,3.7273,300,16294,5,1,3,3,8,4,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
211,3.4912,300,16294,3,1,5,3,6,3,6,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
212,3.6828,300,16294,5,1,7,,,,,4,0,0,0,0,0,0,0,1,0,1,,,,
213,3.696,300,16294,5,2,3,4,8,1,8,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
214,3.7499,300,16294,4,2,5,1,8,5,8,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
215,3.9575,300,16294,5,2,3,4,6,3,8,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
216,3.9718,300,16294,4,2,3,2,8,3,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
217,3.696,300,16294,5,2,3,2,4,5,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
218,3.4161,300,16294,6,1,3,,,,,4,0,0,0,1,0,0,0,0,0,1,,,,
219,3.9575,300,16294,6,2,,,1,,1,3,0,,,,,,,,,0,,0,,0
220,3.4617,300,16294,4,1,3,3,6,4,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
221,3.696,300,16294,6,2,3,4,6,3,8,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
222,3.4161,300,16294,6,1,3,5,6,1,4,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
223,3.9575,300,16294,5,2,3,3,5,,4,1,0,0,0,1,0,0,0,0,0,0,0,0,,0
224,3.4617,300,16294,4,1,3,3,8,3,6,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
225,3.4161,300,16294,7,1,3,3,6,3,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
226,3.696,300,16294,5,2,3,3,2,4,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
227,2.8899,300,16294,5,2,8,3,6,2,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
228,3.9718,300,16294,5,2,3,4,8,5,3,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
229,3.9718,300,16294,4,2,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
230,3.696,300,16294,6,2,3,2,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
231,3.696,300,16294,5,2,8,2,6,3,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
232,3.6324,300,16294,4,2,7,,,,,4,0,0,0,0,0,0,0,1,0,0,,,,
233,3.9718,300,16294,3,2,3,3,6,5,5,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
234,4.1508,300,16294,7,2,3,3,8,3,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
235,1.5841,300,16294,4,2,8,1,8,4,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
236,3.4161,300,16294,6,1,3,4,8,2,8,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
237,3.7273,300,16294,5,1,3,1,8,3,4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
238,3.9718,300,16294,5,2,3,3,2,7,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
240,3.9575,300,16294,5,2,3,1,6,4,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
241,3.4617,300,16294,4,1,3,5,6,6,5,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0
242,3.4617,300,16294,4,1,3,2,8,3,4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
243,3.4161,300,16294,6,1,3,3,8,3,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
244,3.696,300,16294,6,2,3,5,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
245,3.9575,300,16294,5,2,3,1,8,1,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
246,3.4617,300,16294,4,1,3,5,8,3,8,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
247,3.9718,300,16294,4,2,3,2,8,4,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,
248,3.4161,300,16294,6,1,3,4,1,5,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
249,3.696,300,16294,6,2,3,1,2,6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
250,3.9575,300,16294,5,2,3,1,8,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
251,3.9718,300,16294,4,2,3,1,8,4,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
