id_registro,peso_muestral,estrato,psu,edad_cod,sexo_cod,raceeth_cod,salud_mental_cod,redes_sociales_cod,sueno_cod,actividad_fisica_cod,n_faltantes_analisis,caso_completo,raza_amerindia,raza_asiatica,raza_negra,raza_hawaiana_pacifico,raza_blanca,raza_hispana,raza_multiple_hispana,raza_multiple_no_hispana,sexo_femenino,salud_mental_mala,redes_uso_frecuente,sueno_8h_o_mas,actividad_5_dias
7611,4.1508,300,515763,7,2,3,5,8,4,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
7612,0.7369,300,515763,5,1,2,3,1,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7613,0.7297,300,515763,5,2,3,1,3,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7614,0.5878,300,515763,5,1,3,5,6,4,4,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
7615,0.5878,300,515763,5,1,3,4,6,4,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
7616,0.4813,300,515763,5,1,3,3,6,2,7,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7617,0.4813,300,515763,5,1,3,2,7,2,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7618,1.0022,300,515763,4,2,3,3,4,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7619,0.5878,300,515763,5,1,3,2,5,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7620,1.1909,300,515763,4,2,3,4,6,4,7,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
7621,1.0022,300,515763,5,2,3,2,2,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7622,0.4813,300,515763,4,1,3,1,6,4,8,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7623,0.7297,300,515763,5,2,8,2,3,5,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
7624,1.1288,300,515763,3,2,7,3,6,3,8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
7625,0.4813,300,515763,5,1,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7626,0.4813,300,515763,5,1,3,5,8,1,8,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
7627,3.9426,300,515763,6,1,3,2,5,2,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7628,0.7266,300,515763,3,1,3,3,6,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7629,0.4813,300,515763,5,1,3,4,6,3,5,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
7630,1.1288,300,515763,4,2,7,3,8,3,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
7631,0.5878,300,515763,5,1,3,3,6,3,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7632,0.7403,300,515763,5,1,7,3,6,6,6,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1
7633,1.0022,300,515763,4,2,3,1,2,2,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7634,1.0022,300,515763,5,2,3,3,6,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7635,0.7266,300,515763,3,1,3,5,4,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
7636,0.4813,300,515763,3,1,3,4,6,3,5,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
7637,0.7297,300,515763,5,2,3,3,8,1,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7638,0.7403,300,515763,6,1,7,3,6,3,6,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
7639,0.8498,300,515763,4,1,7,4,6,3,6,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1
7640,1.0022,300,515763,5,2,3,4,4,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7641,0.4813,300,515763,5,1,3,3,6,5,5,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7642,0.4718,300,515763,4,1,7,5,6,2,6,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1
7643,0.7297,300,515763,5,2,3,1,8,4,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7644,3.9426,300,515763,7,1,3,3,6,4,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7645,1.1909,300,515763,4,2,3,1,6,4,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7646,0.4718,300,515763,5,1,7,3,6,3,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
7647,1.1096,300,515763,5,2,7,4,8,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
7648,0.4813,300,515763,5,1,3,2,6,3,4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7649,0.5878,300,515763,5,1,3,2,4,4,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7650,0.5878,300,515763,5,1,3,3,6,3,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7651,0.7266,300,515763,3,1,3,,8,4,3,1,0,0,0,1,0,0,0,0,0,1,,1,0,0
7652,0.5878,300,515763,6,1,3,5,8,4,2,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
7653,0.4813,300,515763,5,1,3,3,6,4,4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7654,0.5878,300,515763,6,1,3,1,6,3,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7655,1.1909,300,515763,4,2,3,2,6,3,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7656,0.5878,300,515763,6,1,3,3,8,3,,1,0,0,0,1,0,0,0,0,0,1,0,1,0,
7657,0.4813,300,515763,5,1,3,3,8,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7658,0.4718,300,515763,5,1,6,5,7,2,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
7659,0.4813,300,515763,5,1,3,3,6,3,8,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7660,0.4813,300,515763,4,1,3,3,1,2,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7661,1.1288,300,515763,4,2,7,4,8,3,6,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
7662,0.7924,300,515763,6,2,2,2,6,4,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
7663,0.5878,300,515763,5,1,3,4,6,4,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
7664,0.9902,300,515763,6,2,7,3,5,2,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7665,1.1909,300,515763,3,2,3,1,7,4,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7666,0.7297,300,515763,6,2,3,3,4,5,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
7667,3.9426,300,515763,7,1,3,3,8,2,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7668,0.5878,300,515763,6,1,8,3,4,2,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
7669,0.8498,300,515763,3,1,7,2,8,4,8,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
7670,0.4813,300,515763,5,1,3,3,6,7,6,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
7671,0.7403,300,515763,5,1,7,3,6,3,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
7672,0.5878,300,515763,6,1,3,2,6,5,2,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7673,0.4718,300,515763,5,1,7,3,6,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
7674,1.0022,300,515763,4,2,3,2,6,4,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7675,0.7297,300,515763,5,2,3,2,7,3,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7676,0.7297,300,515763,6,2,3,3,6,5,7,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
7677,0.5878,300,515763,5,1,3,4,6,3,4,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
7678,0.7403,300,515763,6,1,7,,,,,4,0,0,0,0,0,0,0,1,0,1,,,,
7679,0.4813,300,515763,4,1,3,3,6,1,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7680,0.4813,300,515763,5,1,3,5,6,1,3,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
7681,0.7266,300,515763,3,1,3,4,6,3,6,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
7682,0.4718,300,515763,4,1,6,3,3,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
7683,0.5878,300,515763,6,1,3,4,6,2,6,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
7684,0.7403,300,515763,6,1,7,2,7,4,6,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
7685,0.4813,300,515763,5,1,3,4,6,4,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
7686,0.7266,300,515763,3,1,3,4,6,3,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
7687,0.5878,300,515763,5,1,3,3,4,2,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7688,0.5878,300,515763,5,1,3,3,6,4,6,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7689,0.4813,300,515763,4,1,8,4,6,2,3,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
7690,1.0022,300,515763,4,2,3,3,6,2,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7691,0.7266,300,515763,4,1,3,2,6,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7692,0.5878,300,515763,6,1,3,3,6,2,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7693,0.7297,300,515763,5,2,3,3,5,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7694,0.4813,300,515763,4,1,3,2,8,3,4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7695,0.5878,300,515763,5,1,8,3,7,3,5,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
7696,1.1288,300,515763,3,2,7,3,6,2,7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
7697,0.5878,300,515763,5,1,3,4,6,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
7698,0.5878,300,515763,5,1,3,5,7,3,8,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
7699,0.5878,300,515763,6,1,3,2,6,2,8,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7700,4.1508,300,515763,6,2,3,2,6,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7701,0.7266,300,515763,4,1,3,3,8,2,4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7702,0.4813,300,515763,4,1,3,4,5,4,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
7703,0.7266,300,515763,2,1,3,3,6,4,4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7704,1.0022,300,515763,5,2,3,2,6,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7705,1.1909,300,515763,3,2,3,2,6,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7706,0.8498,300,515763,3,1,7,3,6,3,6,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
7707,1.1909,300,515763,3,2,3,3,6,3,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7708,0.4718,300,515763,4,1,7,3,8,4,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
7709,0.7266,300,515763,3,1,3,4,2,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
7710,0.5878,300,515763,6,1,3,3,6,3,4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7711,0.7266,300,515763,4,1,3,3,6,3,8,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7712,0.4813,300,515763,4,1,8,5,8,7,8,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
7713,0.7266,300,515763,3,1,3,2,6,6,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7714,0.4813,300,515763,5,1,3,3,6,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7715,0.7266,300,515763,4,1,3,4,6,1,8,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
7716,1.0022,300,515763,5,2,3,1,8,4,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7717,1.1909,300,515763,4,2,3,2,6,3,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7718,0.7297,300,515763,5,2,3,4,6,1,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
7719,0.8498,300,515763,3,1,7,4,4,5,3,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
7720,0.7266,300,515763,3,1,3,3,6,3,6,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7721,0.7266,300,515763,4,1,3,5,6,1,8,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
7722,1.0022,300,515763,5,2,3,4,8,1,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
7723,1.1909,300,515763,3,2,3,2,6,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7724,0.4813,300,515763,5,1,3,3,6,2,4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7725,1.1909,300,515763,4,2,3,2,2,3,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7726,0.7403,300,515763,6,1,7,4,8,3,5,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0
7727,0.7266,300,515763,4,1,3,3,6,5,2,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
7728,0.7266,300,515763,3,1,3,,,,,4,0,0,0,1,0,0,0,0,0,1,,,,
7729,1.1909,300,515763,4,2,3,1,6,1,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7730,1.1909,300,515763,3,2,3,2,8,4,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7731,0.5878,300,515763,5,1,3,2,6,3,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7732,1.0047,300,515763,3,1,2,2,1,7,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
7733,0.7297,300,515763,5,2,3,3,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7734,1.1909,300,515763,3,2,3,1,2,2,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7735,1.0022,300,515763,4,2,3,3,6,4,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7736,0.7266,300,515763,4,1,3,3,6,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7737,1.0022,300,515763,4,2,3,3,6,2,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7738,0.4813,300,515763,4,1,3,2,6,3,8,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7739,1.1909,300,515763,4,2,3,3,6,4,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7740,0.7297,300,515763,5,2,3,2,4,4,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7741,0.7266,300,515763,4,1,3,,,,,4,0,0,0,1,0,0,0,0,0,1,,,,
7742,0.7266,300,515763,4,1,3,3,6,2,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7743,1.0022,300,515763,5,2,3,3,6,5,4,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
7744,0.7266,300,515763,3,1,3,3,8,4,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
7745,0.7266,300,515763,3,1,3,4,6,2,5,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
7746,0.7266,300,515763,4,1,3,3,6,2,7,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7747,0.7297,300,515763,6,2,3,2,6,4,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
7748,2.5327,213,516003,5,2,5,5,6,1,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
7749,1.026,213,516003,6,2,2,2,8,2,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7750,1.026,213,516003,6,2,2,,,,,4,0,0,1,0,0,0,0,0,0,0,,,,
7751,2.3655,213,516003,4,1,5,4,5,4,8,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
7752,0.642,213,516003,3,1,2,5,6,1,2,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
7753,3.8405,213,516003,6,2,8,1,5,5,8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
7754,3.667,213,516003,6,1,2,3,6,2,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7755,2.5327,213,516003,5,2,5,5,1,5,8,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
7756,1.7796,213,516003,3,2,5,2,6,5,8,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
7757,1.418,213,516003,6,2,2,1,8,4,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7758,1.6352,213,516003,7,2,5,3,8,3,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
7759,2.3655,213,516003,5,1,5,4,6,3,4,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
7760,3.667,213,516003,6,1,2,3,5,5,6,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
7761,2.3655,213,516003,5,1,5,3,1,4,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
7762,0.642,213,516003,3,1,2,5,6,2,6,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1
7763,1.026,213,516003,7,2,2,1,6,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7764,0.6357,213,516003,4,1,8,4,8,3,6,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1
7765,1.7796,213,516003,3,2,8,2,7,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7766,1.026,213,516003,7,2,2,2,6,3,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
7767,0.8583,213,516003,4,2,2,4,3,1,8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
7768,1.7251,213,516003,3,1,8,3,7,5,3,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
7769,3.7032,213,516003,6,1,5,4,6,1,,1,0,0,0,0,0,1,0,0,0,1,1,1,0,
7770,0.6357,213,516003,5,1,2,3,4,2,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7771,0.525,213,516003,3,2,2,4,6,5,4,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0
7772,1.418,213,516003,5,2,2,2,7,4,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
7773,1.026,213,516003,6,2,2,3,8,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7774,0.6357,213,516003,5,1,2,4,6,4,6,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1
7775,0.525,213,516003,3,2,2,3,8,3,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
7776,3.667,213,516003,6,1,2,4,6,6,5,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0
7777,0.6357,213,516003,4,1,2,3,8,4,5,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7778,1.6352,213,516003,6,2,5,3,8,4,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
7780,0.525,213,516003,3,2,2,2,8,6,6,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
7781,3.8405,213,516003,5,2,8,1,6,3,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
7782,1.026,213,516003,6,2,2,3,7,4,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7783,0.8583,213,516003,5,2,2,3,,3,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0
7784,1.837,213,516003,5,1,2,,,,,4,0,0,1,0,0,0,0,0,0,1,,,,
7785,1.026,213,516003,6,2,2,4,6,4,8,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1
7786,0.8583,213,516003,5,2,2,2,6,4,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
7787,0.642,213,516003,4,1,2,2,1,4,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7789,1.6352,213,516003,6,2,5,2,5,4,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7790,0.6357,213,516003,5,1,2,2,8,3,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7791,1.7796,213,516003,4,2,8,1,6,5,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
7792,1.026,213,516003,6,2,2,,,,,4,0,0,1,0,0,0,0,0,0,0,,,,
7793,1.026,213,516003,7,2,2,2,8,1,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
7794,0.8583,213,516003,5,2,2,2,,,3,2,0,0,1,0,0,0,0,0,0,0,0,,,0
7795,0.642,213,516003,4,1,2,4,7,2,6,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1
7797,0.8583,213,516003,4,2,2,1,5,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7798,0.642,213,516003,3,1,2,3,5,4,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7799,3.8405,213,516003,6,2,5,3,6,4,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7800,1.026,213,516003,6,2,2,1,1,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7801,0.8583,213,516003,4,2,2,2,6,3,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
7802,0.642,213,516003,4,1,2,2,5,4,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7804,0.8583,213,516003,4,2,2,3,4,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7805,0.642,213,516003,4,1,2,4,8,4,5,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
7806,1.418,213,516003,5,,2,,,,,5,0,0,1,0,0,0,0,0,0,,,,,
7807,1.6352,213,516003,7,2,5,1,6,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7808,0.8583,213,516003,5,2,2,3,2,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7809,0.525,213,516003,4,2,2,4,8,3,6,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1
7810,1.418,213,516003,5,2,2,4,6,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
7811,1.026,213,516003,7,2,2,1,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7812,0.6357,213,516003,5,1,2,5,6,1,3,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
7813,1.7251,213,516003,4,1,5,3,6,3,5,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
7814,1.6352,213,516003,6,2,5,2,8,4,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7815,3.667,213,516003,6,1,2,4,7,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
7816,0.6357,213,516003,5,1,2,3,6,4,6,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
7817,0.642,213,516003,4,1,2,3,6,3,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7818,2.8405,213,516003,5,2,7,1,1,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7819,0.642,213,516003,4,1,2,2,6,4,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7820,3.8405,213,516003,6,2,5,2,2,1,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7821,0.8583,213,516003,5,2,,1,1,5,6,1,0,,,,,,,,,0,0,0,1,1
7822,0.525,213,516003,3,2,2,5,5,6,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
7823,1.026,213,516003,7,2,2,,,,,4,0,0,1,0,0,0,0,0,0,0,,,,
7824,0.6357,213,516003,4,1,2,3,5,4,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7825,1.7796,213,516003,4,2,5,4,1,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
7826,1.418,213,516003,5,2,2,3,8,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7827,1.026,213,516003,7,2,2,3,7,,1,1,0,0,1,0,0,0,0,0,0,0,0,1,,0
7828,0.8583,213,516003,4,2,8,2,5,3,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7829,0.525,213,516003,3,2,2,2,1,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7830,3.7032,213,516003,6,1,5,2,8,3,8,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
7831,1.026,213,516003,6,2,2,5,6,2,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
7832,2.5327,213,516003,5,2,8,1,3,5,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
7833,0.525,213,516003,3,2,2,2,6,5,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
7834,1.026,213,516003,6,2,2,2,1,4,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7835,1.6352,213,516003,7,2,5,2,2,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7836,0.6357,213,516003,5,1,2,3,6,3,6,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
7837,0.642,213,516003,4,1,2,3,6,,3,1,0,0,1,0,0,0,0,0,0,1,0,1,,0
7838,3.8405,213,516003,5,2,5,2,1,2,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7839,1.026,213,516003,7,2,2,3,1,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7840,1.418,213,516003,5,2,2,3,1,3,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7841,0.525,213,516003,4,2,2,2,6,3,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
7842,1.026,213,516003,7,2,8,2,8,2,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7843,1.026,213,516003,6,2,2,2,8,1,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
7845,0.8583,213,516003,5,2,2,4,6,3,5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
7846,0.525,213,516003,4,2,2,5,8,1,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
7847,1.026,213,516003,7,2,2,5,6,3,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
7848,1.026,213,516003,7,2,2,3,7,3,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
7849,0.642,213,516003,4,1,2,2,5,5,5,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
7850,1.3181,213,516003,6,2,8,2,7,4,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
7851,1.6352,213,516003,7,2,5,3,8,3,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7852,2.5327,213,516003,4,2,5,2,8,2,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
7853,1.7796,213,516003,4,2,5,2,4,5,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
7854,1.026,213,516003,7,2,8,2,7,4,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
7855,3.9426,213,516003,6,1,8,3,4,2,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7856,1.418,213,516003,6,2,2,3,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7858,1.6352,213,516003,6,2,5,3,7,4,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7859,0.525,213,516003,3,2,2,1,7,4,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
7860,3.8405,213,516003,5,2,8,1,4,3,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
